Date_Month,Date_Year,Station_City,Station_State,Data_Temperature,Data_Precipitation
1,2016,St Cloud,Minnesota,20,0
1,2016,Greenville,Mississippi,42,0
1,2016,Greenwood,Mississippi,40,0
1,2016,Gulfport,Mississippi,47,0.38
1,2016,Hattiesburg,Mississippi,46,0.02
1,2016,Jackson,Mississippi,44,0
1,2016,Meridian,Mississippi,43,0.01
1,2016,Tupelo,Mississippi,40,0
1,2016,Cape Girardeau,Missouri,37,0
1,2016,Columbia,Missouri,33,0
1,2016,Kansas City,Missouri,29,0
1,2016,Rolla/Vichy,Missouri,33,0
1,2016,Springfield,Missouri,35,0
1,2016,St Joseph,Missouri,26,0
1,2016,St Louis,Missouri,36,0
1,2016,Billings,Montana,23,0
1,2016,Butte,Montana,0,0
1,2016,Cut Bank,Montana,8,0
1,2016,Dillon,Montana,7,0
1,2016,Glasgow,Montana,8,0
1,2016,Great Falls,Montana,17,0
1,2016,Havre,Montana,10,0
1,2016,Helena,Montana,3,0
1,2016,Kalispell,Montana,6,0.01
1,2016,Miles City,Montana,19,0
1,2016,Missoula,Montana,7,0
1,2016,Grand Island,Nebraska,26,0
1,2016,Lincoln,Nebraska,26,0
1,2016,Norfolk,Nebraska,22,0
1,2016,North Platte,Nebraska,26,0
1,2016,Omaha,Nebraska,22,0
1,2016,Scottsbluff,Nebraska,18,0
1,2016,Sidney,Nebraska,21,0
1,2016,Valentine,Nebraska,20,0
1,2016,Ely,Nevada,7,0
1,2016,Eureka,Nevada,12,0
1,2016,Las Vegas,Nevada,44,0
1,2016,Mercury,Nevada,39,0
1,2016,Reno,Nevada,22,0
1,2016,Winnemucca,Nevada,12,0
1,2016,Concord,New Hampshire,34,0
1,2016,Mt. Washington,New Hampshire,60,0
1,2016,Atlantic City,New Jersey,36,0
1,2016,Newark,New Jersey,37,0
1,2016,Albuquerque,New Mexico,31,0
1,2016,Clayton,New Mexico,31,0
1,2016,Roswell,New Mexico,27,0.02
1,2016,Albany,New York,33,0.01
1,2016,Binghamton,New York,25,0.01
1,2016,Buffalo,New York,29,0.13
1,2016,Glens Falls,New York,33,0.01
1,2016,Islip,New York,37,0
1,2016,New York,New York,40,0
1,2016,Rochester,New York,28,0.05
1,2016,Syracuse,New York,29,0.19
1,2016,Asheville,North Carolina,39,0
1,2016,Cape Hatteras,North Carolina,50,0.16
1,2016,Charlotte,North Carolina,43,0
1,2016,Greensboro,North Carolina,41,0
1,2016,Hickory,North Carolina,43,0
1,2016,Raleigh/Durham,North Carolina,43,0
1,2016,Wilmington,North Carolina,48,0.63
1,2016,Bismarck,North Dakota,21,0
1,2016,Dickinson,North Dakota,20,0
1,2016,Fargo,North Dakota,20,0
1,2016,Grand Forks,North Dakota,19,0
1,2016,Williston,North Dakota,21,0
1,2016,Akron,Ohio,29,0.05
1,2016,Cleveland,Ohio,29,0.02
1,2016,Columbus,Ohio,31,0
1,2016,Dayton,Ohio,30,0
1,2016,Mansfield,Ohio,27,0
1,2016,Toledo,Ohio,29,0
1,2016,Youngstown/Warren,Ohio,28,0.03
1,2016,Gage,Oklahoma,33,0
1,2016,Oklahoma City,Oklahoma,35,0
1,2016,Ponca City,Oklahoma,33,0
1,2016,Tulsa,Oklahoma,36,0
1,2016,Astoria,Oregon,36,0.21
1,2016,Burns,Oregon,7,0.06
1,2016,Eugene,Oregon,30,0.06
1,2016,Medford,Oregon,34,0.01
1,2016,Pendleton,Oregon,19,0.01
1,2016,Portland,Oregon,32,0.31
1,2016,Redmond,Oregon,15,0
1,2016,Salem,Oregon,32,0.29
1,2016,Allentown,Pennsylvania,34,0
1,2016,Erie,Pennsylvania,29,0.31
1,2016,Harrisburg,Pennsylvania,36,0
1,2016,Philadelphia,Pennsylvania,39,0
1,2016,Pittsburgh,Pennsylvania,31,0.01
1,2016,Wilkes-Barre/Scranton,Pennsylvania,32,0
1,2016,Williamsport,Pennsylvania,31,0.01
1,2016,San Juan,Puerto Rico,77,0.05
1,2016,Providence,Rhode Island,36,0
1,2016,Anderson,South Carolina,45,0
1,2016,Charleston,South Carolina,53,0.55
1,2016,Columbia,South Carolina,49,0
1,2016,Greer,South Carolina,45,0
1,2016,Aberdeen,South Dakota,18,0
1,2016,Huron,South Dakota,18,0
1,2016,Pierre,South Dakota,22,0
1,2016,Rapid City,South Dakota,24,0
1,2016,Sioux Falls,South Dakota,18,0
1,2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,34,0
1,2016,Chattanooga,Tennessee,40,0
1,2016,Clarksville,Tennessee,37,0
1,2016,Crossville,Tennessee,34,0
1,2016,Knoxville,Tennessee,36,0
1,2016,Memphis,Tennessee,40,0
1,2016,Nashville,Tennessee,39,0
1,2016,Oak Ridge,Tennessee,37,0
1,2016,Abilene,Texas,41,0
1,2016,Amarillo,Texas,34,0
1,2016,Austin/Bergstrom,Texas,46,0.22
1,2016,Austin/City,Texas,47,0.2
1,2016,Beaumont/Port Arthur,Texas,48,0.02
1,2016,Brownsville,Texas,47,1.54
1,2016,Childress,Texas,38,0
1,2016,College Station,Texas,48,0.01
1,2016,Corpus Christi,Texas,47,1.81
1,2016,Dalhart,Texas,35,0
1,2016,Dallas,Texas,44,0
1,2016,Dallas-Fort Worth,Texas,46,0
1,2016,Del Rio,Texas,47,0.57
1,2016,El Paso,Texas,37,0
1,2016,Fort Worth,Texas,44,0
1,2016,Galveston,Texas,49,0.23
1,2016,Houston,Texas,50,0.09
1,2016,Lubbock,Texas,34,0
1,2016,Midland,Texas,37,0.04
1,2016,San Angelo,Texas,42,0
1,2016,San Antonio,Texas,47,1.04
1,2016,Victoria,Texas,47,1.29
1,2016,Waco,Texas,45,0
1,2016,Wichita Falls,Texas,40,0
1,2016,Salt Lake City,Utah,15,0
1,2016,Blacksburg,VA,41,0
1,2016,Burlington,Vermont,31,0.03
1,2016,Lynchburg,Virginia,39,0
1,2016,Norfolk,Virginia,45,0
1,2016,Richmond,Virginia,41,0
1,2016,Roanoke,Virginia,41,0
1,2016,Wallops Island,Virginia,41,0
1,2016,Washington,Virginia,41,0
1,2016,Deer Park,Washington,10,0.07
1,2016,Ephrata,Washington,12,0.07
1,2016,Olympia,Washington,26,0.02
1,2016,Quillayute,Washington,34,0
1,2016,Seattle,Washington,35,0.02
1,2016,Spokane,Washington,12,0.09
1,2016,Yakima,Washington,16,0.26
1,2016,Beckley,West Virginia,33,0
1,2016,Charleston,West Virginia,37,0
1,2016,Elkins,West Virginia,32,0
1,2016,Huntington,West Virginia,36,0
1,2016,Green Bay,Wisconsin,23,0
1,2016,La Crosse,Wisconsin,25,0
1,2016,Madison,Wisconsin,24,0
1,2016,Milwaukee,Wisconsin,26,0
1,2016,Casper,Wyoming,21,0
1,2016,Cheyenne,Wyoming,23,0
1,2016,Lander,Wyoming,11,0
1,2016,Rawlins,Wyoming,3,0
1,2016,Sheridan,Wyoming,22,0
1,2016,Birmingham,Alabama,44,0.52
1,2016,Huntsville,Alabama,43,0.43
1,2016,Mobile,Alabama,49,0.13
1,2016,Montgomery,Alabama,47,0.11
1,2016,Anchorage,Alaska,28,0
1,2016,Annette,Alaska,36,0.48
1,2016,Bethel,Alaska,28,0.03
1,2016,Bettles,Alaska,6,0
1,2016,Cold Bay,Alaska,32,2.35
1,2016,Cordova,Alaska,35,0.81
1,2016,Delta Junction/Ft Greely,Alaska,13,0
1,2016,Fairbanks,Alaska,2,0
1,2016,Gulkana,Alaska,0,0
1,2016,Homer,Alaska,37,1.75
1,2016,Iliamna,Alaska,37,0
1,2016,Juneau,Alaska,27,0.33
1,2016,Kenai,Alaska,30,0.03
1,2016,Ketchikan,Alaska,34,1.33
1,2016,King Salmon,Alaska,35,0.04
1,2016,Kodiak,Alaska,37,2.66
1,2016,Kotzebue,Alaska,23,0.03
1,2016,Mc Grath,Alaska,14,0
1,2016,Nome,Alaska,29,0.09
1,2016,Northway,Alaska,-13,0
1,2016,Palmer,Alaska,27,0
1,2016,Petersburg,Alaska,60,0
1,2016,Puntilla Lake,Alaska,60,0
1,2016,Shemya,Alaska,60,0
1,2016,Sitka,Alaska,39,0.13
1,2016,Skagway,Alaska,33,0.12
1,2016,St Paul Island,Alaska,32,0.77
1,2016,Talkeetna,Alaska,24,0
1,2016,Tanana,Alaska,9,0
1,2016,Utqiagvik (Barrow),Alaska,8,0.05
1,2016,Yakutat,Alaska,33,1.26
1,2016,Douglas Bisbee,Arizona,41,1.16
1,2016,Kingman,Arizona,42,0.61
1,2016,Phoenix,Arizona,52,1.13
1,2016,Tucson,Arizona,48,1.53
1,2016,Winslow,Arizona,35,0.12
1,2016,Fort Smith,Arkansas,38,0.37
1,2016,Harrison,Arkansas,34,0.79
1,2016,North Little Rock,Arkansas,40,1.63
1,2016,Bakersfield,California,51,0.69
1,2016,Bishop,California,36,0.16
1,2016,China Lake,California,43,0
1,2016,Concord,California,49,1.83
1,2016,Eureka,California,49,2.49
1,2016,Fresno,California,47,1.28
1,2016,Hayward,California,51,1.15
1,2016,Long Beach,California,55,1.96
1,2016,Los Angeles,California,55,2.73
1,2016,Red Bluff,California,46,3.59
1,2016,Redding,California,45,4.71
1,2016,Sacramento,California,48,2.27
1,2016,Salinas,California,51,1.09
1,2016,San Diego,California,57,2.98
1,2016,San Francisco,California,51,2.17
1,2016,Sandberg,California,39,1.89
1,2016,Santa Barbara,California,54,4.15
1,2016,Santa Maria,California,53,1.59
1,2016,Stockton,California,47,1.43
1,2016,Alamosa,Colorado,14,0.55
1,2016,Colorado Springs,Colorado,29,0.18
1,2016,Craig,Colorado,15,0.34
1,2016,Denver,Colorado,27,0.38
1,2016,Grand Junction,Colorado,26,0.31
1,2016,Pueblo,Colorado,28,0.41
1,2016,Bridgeport,Connecticut,33,1.23
1,2016,Windsor Locks,Connecticut,29,1.46
1,2016,Newark,DE,35,0.68
1,2016,Wilmington,Delaware,35,0.68
1,2016,Daytona Beach,Florida,63,0.05
1,2016,Fort Lauderdale,Florida,70,0.94
1,2016,Gainesville,Florida,56,0.16
1,2016,Jacksonville,Florida,53,0.21
1,2016,Key West,Florida,72,0.46
1,2016,Miami,Florida,70,0.84
1,2016,Orlando,Florida,63,0.55
1,2016,Pensacola,Florida,51,0.69
1,2016,Tallahassee,Florida,54,0.92
1,2016,Tampa,Florida,63,1.19
1,2016,Vero Beach,Florida,65,1.59
1,2016,West Palm Beach,Florida,68,0.99
1,2016,Alma,Georgia,49,0.69
1,2016,Athens,Georgia,42,0.47
1,2016,Atlanta,Georgia,43,0.64
1,2016,Augusta,Georgia,45,0.16
1,2016,Macon,Georgia,46,0.26
1,2016,Savannah,Georgia,49,0.14
1,2016,Hilo,Hawaii,73,0.33
1,2016,Honolulu,Hawaii,74,0
1,2016,Kahului,Hawaii,72,0.44
1,2016,Kaunakakai,Hawaii,72,0.16
1,2016,Lihue,Hawaii,73,0.08
1,2016,Boise,Idaho,33,0.04
1,2016,Lewiston,Idaho,36,0.01
1,2016,Pocatello,Idaho,30,0.09
1,2016,Chicago,Illinois,29,0.47
1,2016,Moline,Illinois,26,0.22
1,2016,Peoria,Illinois,30,0.51
1,2016,Quincy,Illinois,28,0.21
1,2016,Rockford,Illinois,26,0.65
1,2016,Springfield,Illinois,35,0.59
1,2016,Evansville,Indiana,36,12.65
1,2016,Fort Wayne,Indiana,31,1.15
1,2016,Indianapolis,Indiana,34,1.08
1,2016,South Bend,Indiana,27,0.87
1,2016,Cedar Rapids,Iowa,22,0.17
1,2016,Des Moines,Iowa,23,0.44
1,2016,Dubuque,Iowa,22,0.23
1,2016,Sioux City,Iowa,21,0.48
1,2016,Waterloo,Iowa,20,0.52
1,2016,Concordia,Kansas,26,0.42
1,2016,Dodge City,Kansas,31,0.25
1,2016,Goodland,Kansas,28,0.02
1,2016,Medicine Lodge,Kansas,31,0.5
1,2016,Topeka,Kansas,28,0.73
1,2016,Wichita,Kansas,30,0.18
1,2016,Covington,Kentucky,35,0.79
1,2016,Jackson,Kentucky,38,0.83
1,2016,Lexington,Kentucky,36,0.47
1,2016,Louisville,Kentucky,39,0.4
1,2016,Paducah,Kentucky,36,2.13
1,2016,Baton Rouge,Louisiana,51,1.84
1,2016,Lake Charles,Louisiana,51,2.1
1,2016,New Orleans,Louisiana,54,0.75
1,2016,Shreveport,Louisiana,46,1.5
1,2016,Slidell,Louisiana,51,0.27
1,2016,Bangor,Maine,22,1.99
1,2016,Caribou,Maine,18,0.52
1,2016,Portland,Maine,27,2.11
1,2016,Baltimore,Maryland,35,1.05
1,2016,Salisbury,Maryland,39,0.28
1,2016,Boston,Massachusetts,33,1.39
1,2016,Milton,Massachusetts,60,0
1,2016,Worcester,Massachusetts,28,1.12
1,2016,Alpena,Michigan,24,0.69
1,2016,Detroit,Michigan,31,0.66
1,2016,Flint,Michigan,30,0.71
1,2016,Grand Rapids,Michigan,29,0.82
1,2016,Houghton Lake,Michigan,24,0.78
1,2016,Lansing,Michigan,28,0.86
1,2016,Marquette,Michigan,21,0.61
1,2016,Muskegon,Michigan,30,0.95
1,2016,Sault Ste Marie,Michigan,25,0.61
1,2016,Duluth,Minnesota,16,0.18
1,2016,International Falls,Minnesota,14,0.1
1,2016,Minneapolis,Minnesota,19,0.17
1,2016,Rochester,Minnesota,17,0.44
1,2016,St Cloud,Minnesota,17,0.13
1,2016,Greenville,Mississippi,42,1.23
1,2016,Greenwood,Mississippi,43,0.35
1,2016,Gulfport,Mississippi,51,0.32
1,2016,Hattiesburg,Mississippi,47,0.11
1,2016,Jackson,Mississippi,46,1.15
1,2016,Meridian,Mississippi,45,0.1
1,2016,Tupelo,Mississippi,40,0.4
1,2016,Cape Girardeau,Missouri,35,1.4
1,2016,Columbia,Missouri,31,0.69
1,2016,Kansas City,Missouri,28,0.6
1,2016,Rolla/Vichy,Missouri,31,0.67
1,2016,Springfield,Missouri,32,0.69
1,2016,St Joseph,Missouri,26,0.54
1,2016,St Louis,Missouri,34,0.52
1,2016,Billings,Montana,23,0.09
1,2016,Butte,Montana,18,0.13
1,2016,Cut Bank,Montana,10,0.07
1,2016,Dillon,Montana,19,0.05
1,2016,Glasgow,Montana,11,0.11
1,2016,Great Falls,Montana,15,0.14
1,2016,Havre,Montana,9,0.12
1,2016,Helena,Montana,16,0.15
1,2016,Kalispell,Montana,22,0.02
1,2016,Miles City,Montana,13,0
1,2016,Missoula,Montana,21,0.01
1,2016,Grand Island,Nebraska,22,0.09
1,2016,Lincoln,Nebraska,24,0.51
1,2016,Norfolk,Nebraska,20,0.25
1,2016,North Platte,Nebraska,25,0.04
1,2016,Omaha,Nebraska,23,0.71
1,2016,Scottsbluff,Nebraska,21,0.04
1,2016,Sidney,Nebraska,20,0
1,2016,Valentine,Nebraska,17,0.01
1,2016,Ely,Nevada,22,1.12
1,2016,Eureka,Nevada,25,0.08
1,2016,Las Vegas,Nevada,48,0.26
1,2016,Mercury,Nevada,42,0.88
1,2016,Reno,Nevada,33,0.25
1,2016,Winnemucca,Nevada,30,0.67
1,2016,Concord,New Hampshire,25,0.82
1,2016,Mt. Washington,New Hampshire,60,0
1,2016,Atlantic City,New Jersey,35,0.8
1,2016,Newark,New Jersey,34,1.78
1,2016,Albuquerque,New Mexico,35,0.37
1,2016,Clayton,New Mexico,31,0.27
1,2016,Roswell,New Mexico,31,0.11
1,2016,Albany,New York,27,0.9
1,2016,Binghamton,New York,25,0.74
1,2016,Buffalo,New York,29,0.64
1,2016,Glens Falls,New York,24,0.77
1,2016,Islip,New York,34,1.72
1,2016,New York,New York,37,1.42
1,2016,Rochester,New York,29,0.63
1,2016,Syracuse,New York,27,0.68
1,2016,Asheville,North Carolina,37,0.48
1,2016,Cape Hatteras,North Carolina,51,1.47
1,2016,Charlotte,North Carolina,40,0.42
1,2016,Greensboro,North Carolina,37,0.39
1,2016,Hickory,North Carolina,37,0.66
1,2016,Raleigh/Durham,North Carolina,40,0.27
1,2016,Wilmington,North Carolina,47,0.34
1,2016,Bismarck,North Dakota,10,0
1,2016,Dickinson,North Dakota,11,0
1,2016,Fargo,North Dakota,12,0.32
1,2016,Grand Forks,North Dakota,8,0
1,2016,Williston,North Dakota,10,0.05
1,2016,Akron,Ohio,31,0.74
1,2016,Cleveland,Ohio,32,0.81
1,2016,Columbus,Ohio,31,0.78
1,2016,Dayton,Ohio,32,1.03
1,2016,Mansfield,Ohio,31,1.03
1,2016,Toledo,Ohio,29,0.85
1,2016,Youngstown/Warren,Ohio,29,0.73
1,2016,Gage,Oklahoma,33,0.17
1,2016,Oklahoma City,Oklahoma,35,0.11
1,2016,Ponca City,Oklahoma,36,0.16
1,2016,Tulsa,Oklahoma,34,0.58
1,2016,Astoria,Oregon,43,0.41
1,2016,Burns,Oregon,18,0.2
1,2016,Eugene,Oregon,38,0.43
1,2016,Medford,Oregon,42,0.15
1,2016,Pendleton,Oregon,28,0.05
1,2016,Portland,Oregon,38,0.21
1,2016,Redmond,Oregon,29,0.07
1,2016,Salem,Oregon,37,0.27
1,2016,Allentown,Pennsylvania,32,1.07
1,2016,Erie,Pennsylvania,31,0.58
1,2016,Harrisburg,Pennsylvania,32,1.48
1,2016,Philadelphia,Pennsylvania,36,0.63
1,2016,Pittsburgh,Pennsylvania,29,0.85
1,2016,Wilkes-Barre/Scranton,Pennsylvania,29,1.26
1,2016,Williamsport,Pennsylvania,28,1.78
1,2016,San Juan,Puerto Rico,79,0.34
1,2016,Providence,Rhode Island,32,1.41
1,2016,Anderson,South Carolina,42,0.34
1,2016,Charleston,South Carolina,48,0
1,2016,Columbia,South Carolina,45,0.27
1,2016,Greer,South Carolina,40,0.5
1,2016,Aberdeen,South Dakota,15,0.04
1,2016,Huron,South Dakota,13,0.04
1,2016,Pierre,South Dakota,14,0
1,2016,Rapid City,South Dakota,17,0
1,2016,Sioux Falls,South Dakota,16,0.31
1,2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,37,0.67
1,2016,Chattanooga,Tennessee,41,0.61
1,2016,Clarksville,Tennessee,36,0.85
1,2016,Crossville,Tennessee,37,0.94
1,2016,Knoxville,Tennessee,38,0.32
1,2016,Memphis,Tennessee,41,1.42
1,2016,Nashville,Tennessee,41,0.3
1,2016,Oak Ridge,Tennessee,39,0.51
1,2016,Abilene,Texas,42,0.04
1,2016,Amarillo,Texas,32,0.08
1,2016,Austin/Bergstrom,Texas,48,0.64
1,2016,Austin/City,Texas,50,0.13
1,2016,Beaumont/Port Arthur,Texas,53,2.19
1,2016,Brownsville,Texas,59,0.1
1,2016,Childress,Texas,37,0.34
1,2016,College Station,Texas,49,1.21
1,2016,Corpus Christi,Texas,55,0.25
1,2016,Dalhart,Texas,32,0.11
1,2016,Dallas,Texas,44,1.23
1,2016,Dallas-Fort Worth,Texas,44,0.84
1,2016,Del Rio,Texas,53,0
1,2016,El Paso,Texas,42,0.46
1,2016,Fort Worth,Texas,44,0.49
1,2016,Galveston,Texas,54,0.55
1,2016,Houston,Texas,53,1.62
1,2016,Lubbock,Texas,36,0.29
1,2016,Midland,Texas,42,0.05
1,2016,San Angelo,Texas,43,0
1,2016,San Antonio,Texas,51,0.06
1,2016,Victoria,Texas,52,1.5
1,2016,Waco,Texas,45,0.22
1,2016,Wichita Falls,Texas,39,0.11
1,2016,Salt Lake City,Utah,31,0.29
1,2016,Blacksburg,VA,34,0.9
1,2016,Burlington,Vermont,25,0.52
1,2016,Lynchburg,Virginia,35,0.71
1,2016,Norfolk,Virginia,44,0.11
1,2016,Richmond,Virginia,39,0.68
1,2016,Roanoke,Virginia,34,0.9
1,2016,Wallops Island,Virginia,40,0.27
1,2016,Washington,Virginia,37,0.79
1,2016,Deer Park,Washington,31,0.09
1,2016,Ephrata,Washington,32,0.16
1,2016,Olympia,Washington,36,0.34
1,2016,Quillayute,Washington,41,0.38
1,2016,Seattle,Washington,41,0.26
1,2016,Spokane,Washington,31,0.02
1,2016,Yakima,Washington,33,0.21
1,2016,Beckley,West Virginia,33,0.53
1,2016,Charleston,West Virginia,35,0.23
1,2016,Elkins,West Virginia,29,0.47
1,2016,Huntington,West Virginia,34,0.52
1,2016,Green Bay,Wisconsin,23,0.72
1,2016,La Crosse,Wisconsin,23,0.56
1,2016,Madison,Wisconsin,24,0.52
1,2016,Milwaukee,Wisconsin,27,0.27
1,2016,Casper,Wyoming,22,0.3
1,2016,Cheyenne,Wyoming,25,0.29
1,2016,Lander,Wyoming,15,0.36
1,2016,Rawlins,Wyoming,18,0.3
1,2016,Sheridan,Wyoming,22,0.01
1,2016,Birmingham,Alabama,42,0.34
1,2016,Huntsville,Alabama,39,0.16
1,2016,Mobile,Alabama,48,2.24
1,2016,Montgomery,Alabama,45,1.48
1,2016,Anchorage,Alaska,24,0.15
1,2016,Annette,Alaska,43,2.59
1,2016,Bethel,Alaska,16,0.06
1,2016,Bettles,Alaska,2,0.17
1,2016,Cold Bay,Alaska,32,0.15
1,2016,Cordova,Alaska,31,1.17
1,2016,Delta Junction/Ft Greely,Alaska,10,0.04
1,2016,Fairbanks,Alaska,-1,0
1,2016,Gulkana,Alaska,9,0.2
1,2016,Homer,Alaska,29,0.46
1,2016,Iliamna,Alaska,26,0
1,2016,Juneau,Alaska,36,1.74
1,2016,Kenai,Alaska,24,0.26
1,2016,Ketchikan,Alaska,42,4.97
1,2016,King Salmon,Alaska,29,0.11
1,2016,Kodiak,Alaska,35,0.35
1,2016,Kotzebue,Alaska,15,0.03
1,2016,Mc Grath,Alaska,1,0.03
1,2016,Nome,Alaska,18,0.06
1,2016,Northway,Alaska,7,0
1,2016,Palmer,Alaska,23,0.01
1,2016,Petersburg,Alaska,60,0
1,2016,Puntilla Lake,Alaska,60,0
1,2016,Shemya,Alaska,60,0
